name,twitter,title,href
Robin J. Lewis,Twitter,Senior Research Associate and Associate Fellow - Governance Studies;Deputy Director - Leveraging Transparency to Reduce Corruption,https://www.brookings.edu/experts/robin-lewis/
Cheng Li,,Director - John L. Thornton China Center;Senior Fellow - Foreign Policy,https://www.brookings.edu/experts/cheng-li/
Nellie Liang,,"Miriam K. Carliner Senior Fellow - Economic Studies, The Hutchins Center on Fiscal and Monetary Policy",https://www.brookings.edu/experts/nellie-liang/
Steven M. Lieberman,,"Nonresident Fellow - Economic Studies, USC-Brookings Schaeffer Initiative for Health Policy",https://www.brookings.edu/experts/steven-m-lieberman/
Kenneth G. Lieberthal,ChinaKenL,Senior Fellow Emeritus - Foreign Policy,https://www.brookings.edu/experts/kenneth-g-lieberthal/
Adam P. Liff,AdamPLiff,"Nonresident Senior Fellow - Foreign Policy, Center for East Asia Policy Studies",https://www.brookings.edu/experts/adam-p-liff/
Paul C. Light,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/paul-c-light/
Johannes F. Linn,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/johannes-f-linn/
Robert E. Litan,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/robert-e-litan/
Amy Liu,amy_liuw,Vice President and Director - Metropolitan Policy Program,https://www.brookings.edu/experts/amy-liu/
Tracy Hadden Loh,lohplaces,Fellow - Anne T. and Robert M. Bass Center for Transformative Placemaking,https://www.brookings.edu/experts/tracy-hadden-loh/
Adam Looney,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/adam-looney/
Abraham F. Lowenthal,,Former Brookings Expert,https://www.brookings.edu/experts/abraham-f-lowenthal-2/
Jens Ludwig,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/jens-ludwig/
Willow Lung-Amam,drlungamam,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/willow-lung-amam/
Nora Lustig,noralustig,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/nora-lustig/
Tanvi Madan,tanvi_madan,"Director - The India Project;Senior Fellow - Foreign Policy, Project on International Order and Strategy",https://www.brookings.edu/experts/tanvi-madan/
Giovanna De Maio,giovDM,"Nonresident Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/giovanna-de-maio/
Suzanne Maloney,MaloneySuzanne,Vice President and Director - Foreign Policy,https://www.brookings.edu/experts/suzanne-maloney/
Peter Mandaville,pmandaville,"Nonresident Senior Fellow - Foreign Policy, Center for Middle East Policy, U.S. Relations with the Islamic World",https://www.brookings.edu/experts/peter-mandaville/
Thomas E. Mann,,Senior Fellow - Governance Studies,https://www.brookings.edu/experts/thomas-e-mann/
Alexandre Marc,,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/alexandre-marc/
Dayna Bowen Matthew,daynamatthew3,"Nonresident Senior Fellow - Economic Studies, USC-Brookings Schaeffer Initiative for Health Policy",https://www.brookings.edu/experts/dayna-bowen-matthew/
John Mukum Mbaku,,"Nonresident Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/john-mukum-mbaku/
Ahmadou Aly Mbaye,,"Nonresident Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/ahmadou-aly-mbaye/
John McArthur,mcarthur,Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/john-mcarthur/
Brad McDearman,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/brad-mcdearman/
Warwick J. McKibbin,WarwickMcKibbin,Nonresident Senior Fellow - Economic Studies;Co-Director - Climate and Energy Economics Project,https://www.brookings.edu/experts/warwick-j-mckibbin/
John McLaughlin,,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/john-mclaughlin/
Michael J. Meaney,,"Visiting Researcher - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/michael-j-meaney/
Joshua P. Meltzer,Twitter,Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/joshua-p-meltzer/
Chris Meserole,chrismeserole,Deputy Director - Artificial Intelligence and Emerging Technology Initiative;Fellow - Foreign Policy,https://www.brookings.edu/experts/chris-meserole/
Jason S. Miller,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/jason-s-miller/
Hu Min,,Nonresident Senior Fellow - Brookings-Tsinghua Center,https://www.brookings.edu/experts/hu-min/
Reena V Mithal,,Former Brookings India Expert - Brookings India,https://www.brookings.edu/experts/reena-v-mithal/
Alicia Sasser Modestino,SasserModestino,Nonresident Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/alicia-sasser-modestino/
Rakesh Mohan,,Executive Director and Chief Mentor - Brookings India,https://www.brookings.edu/experts/rakesh-mohan/
Molly Montgomery,MollyMontgomery,Leave of Absence,https://www.brookings.edu/experts/molly-montgomery/
John B. Morris Jr.,jmorrisjr,"Nonresident Senior Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/john-morris/
Adele Morris,AdeleCMorris,Joseph A. Pechman Senior Fellow - Economic Studies;Policy Director - Climate and Energy Economics Project,https://www.brookings.edu/experts/adele-morris/
Alicia H. Munnell,,"Director, Center for Retirement Research at Boston College",https://www.brookings.edu/experts/alicia-h-munnell/
Mark Muro,markmuro1,Senior Fellow and Policy Director - Metropolitan Policy Program,https://www.brookings.edu/experts/mark-muro/
Zachary P. Neal,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/zachary-p-neal/
Jane Nelson,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/jane-nelson/
Richard Nephew,RichardMNephew,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence, Arms Control and Non-Proliferation Initiative",https://www.brookings.edu/experts/richard-nephew/
Milena Nikolova,milenkanik,Nonresident Fellow - Global Economy and Development,https://www.brookings.edu/experts/milena-nikolova/
Victoria Nuland,,"Nonresident Senior Fellow - Foreign Policy, Center on the United States and Europe;Senior Advisor to the Director of Foreign Policy",https://www.brookings.edu/experts/victoria-nuland/
Michael E. O’Hanlon,MichaelEOHanlon,"Director of Research - Foreign Policy;Co-Director, Security and Strategy;Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence;The Sydney Stein, Jr. Chair",https://www.brookings.edu/experts/michael-e-ohanlon/
Ngozi Okonjo-Iweala,NOIweala,"Nonresident Distinguished Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/ngozi-okonjo-iweala-2/
Ken Opalo,kopalo,"Nonresident Fellow, Security and Strategy - Foreign Policy",https://www.brookings.edu/experts/ken-opalo/
Aloysius Uche Ordu,ALOYSIUSORDU,Director - Africa Growth Initiative;Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/aloysius-uche-ordu/
Daniel E. Ortega,dortegaeval,"Nonresident Fellow - Global Economy and Development, Brookings Economic and Social Policy in Latin America Initiative",https://www.brookings.edu/experts/daniel-e-ortega/
Evan Osnos,eosnos,"Nonresident Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/evan-osnos/
John Page,,"Nonresident Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/john-page/
Jung H. Pak,junghpak1,"SK-Korea Foundation Chair in Korea Studies;Senior Fellow - Foreign Policy, Center for East Asia Policy Studies",https://www.brookings.edu/experts/jung-h-pak/
Joseph Parilla,joeparilla,Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/joseph-parilla/
Eric M. Patashnik,EricPatashnik,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/eric-m-patashnik/
Kavita Patel,kavitapmd,"Nonresident Fellow - Economic Studies, USC-Brookings Schaeffer Initiative for Health Policy",https://www.brookings.edu/experts/kavita-patel/
Theodore Pelagidis,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/theodore-pelagidis/
Thomas Pepinsky,tompepinsky,"Nonresident Senior Fellow - Foreign Policy, Center for East Asia Policy Studies",https://www.brookings.edu/experts/thomas-pepinsky/
George L. Perry,Twitter,Senior Fellow - Economic Studies,https://www.brookings.edu/experts/george-l-perry/
Andre M. Perry,andreperryedu,Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/andre-m-perry/
Kadira Pethiyagoda,KPethiyagoda,Former Brookings Expert,https://www.brookings.edu/experts/kadira-pethiyagoda/
Peter A. Petri,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/peter-a-petri/
Ted Piccone,piccone_ted,"Nonresident Senior Fellow, Security and Strategy - Foreign Policy",https://www.brookings.edu/experts/ted-piccone/
Thomas Pickering,,Distinguished Fellow - Foreign Policy,https://www.brookings.edu/experts/thomas-pickering/
Steven Pifer,steven_pifer,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence, Center on the United States and Europe, Arms Control and Non-Proliferation Initiative",https://www.brookings.edu/experts/steven-pifer/
Luiz Pinto,,Former Brookings Expert,https://www.brookings.edu/experts/luiz-pinto/
Anthony F. Pipa,anthonypipa,Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/anthony-f-pipa/
Jonathan D. Pollack,,"Nonresident Senior Fellow - Foreign Policy, Center for East Asia Policy Studies, John L. Thornton China Center",https://www.brookings.edu/experts/jonathan-d-pollack/
Robert C. Pozen,Pozen,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/robert-c-pozen/
Eswar Prasad,EswarSPrasad,Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/eswar-prasad/
Robert Puentes,rpuentes,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/robert-puentes/
Patrick W. Quirk,patrickwquirk,"Nonresident Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/patrick-w-quirk/
Irfan Aleem Qureshi,,Visiting Fellow - Brookings Doha Center,https://www.brookings.edu/experts/irfan-aleem-qureshi/
Zia Qureshi,,Visiting Fellow - Global Economy and Development,https://www.brookings.edu/experts/zia-qureshi/
Barry G. Rabe,BarryRabe,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/barry-rabe/
Itamar Rabinovich,,Distinguished Fellow - Foreign Policy,https://www.brookings.edu/experts/itamar-rabinovich/
Steve Radelet,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/steve-radelet/
Omar H. Rahman,omarrahman,Visiting Fellow - Brookings Doha Center,https://www.brookings.edu/experts/omar-h-rahman/
John D. Ratliff,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/john-d-ratliff/
Jonathan Rauch,jon_rauch,Senior Fellow - Governance Studies,https://www.brookings.edu/experts/jonathan-rauch/
Shamika Ravi,ShamikaRavi,Non-Resident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/shamika-ravi/
Rashawn Ray,SociologistRay,David M. Rubenstein Fellow - Governance Studies,https://www.brookings.edu/experts/rashawn-ray/
Sarah Reber,econsarahreber,David M. Rubenstein Fellow - Economic Studies,https://www.brookings.edu/experts/sarah-reber/
Douglas A. Rediker,dougrediker,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/douglas-a-rediker/
Richard V. Reeves,RichardvReeves,John C. and Nancy D. Whitehead Chair;Senior Fellow - Economic Studies;Director - Future of the Middle Class Initiative;Director - Center on Children and Families,https://www.brookings.edu/experts/richard-v-reeves/
Walter Reich,,Nonresident Senior Fellow - Foreign Policy,https://www.brookings.edu/experts/walter-reich/
Ana Revenga,analerevenga,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/ana-revenga/
Evans J.R. Revere,,"Nonresident Senior Fellow - Foreign Policy, Center for East Asia Policy Studies",https://www.brookings.edu/experts/evans-j-r-revere/
Molly E. Reynolds,Twitter,Senior Fellow - Governance Studies,https://www.brookings.edu/experts/molly-e-reynolds/
Bruce Riedel,,"Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence, Center for Middle East Policy;Director - The Intelligence Project",https://www.brookings.edu/experts/bruce-riedel/
Timmons Roberts,timmonsroberts,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/timmons-roberts/
Lori Robinson,,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/lori-robinson/
Jenny Perlman Robinson,JennyPerlman,"Senior Fellow - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/jenny-perlman-robinson/
Heather M. Roff,hmroff,"Nonresident Fellow, Security and Strategy - Foreign Policy",https://www.brookings.edu/experts/heather-m-roff/
Melissa Rogers,melissarogers,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/melissa-rogers-2/
Eric Rosand,rosanderic,"Nonresident Senior Fellow - Foreign Policy, Center for Middle East Policy, U.S. Relations with the Islamic World",https://www.brookings.edu/experts/eric-rosand/
Frank A. Rose,,"Co-Director, Security and Strategy;Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/frank-a-rose/
Martha Ross,marthahross,Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/martha-ross/
Jonathan Rothwell,jtrothwell,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/jonathan-rothwell/
Mary Jean Ryan,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/mary-jean-ryan/
Natan Sachs,natansachs,"Director - Center for Middle East Policy;Fellow - Foreign Policy, Center for Middle East Policy",https://www.brookings.edu/experts/natan-sachs/
Larbi Sadiki,,Nonresident Fellow - Brookings Doha Center,https://www.brookings.edu/experts/larbi-sadiki/
Urvashi Sahni,urvashi_sahni,"Nonresident Fellow - Global Economy and Development, Center for Universal Education;Founder and CEO - Study Hall Educational Foundation",https://www.brookings.edu/experts/urvashi-sahni/
Djavad Salehi-Isfahani,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/djavad-salehi-isfahani/
Rodney Sampson,RodneySampson,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/rodney-sampson/
Thomas W. Sanchez,,,https://www.brookings.edu/experts/thomas-w-sanchez/
Gabriel R. Sanchez,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/gabriel-r-sanchez/
Arturo Sarukhan,Arturo_Sarukhan,Nonresident Senior Fellow - Foreign Policy,https://www.brookings.edu/experts/arturo-sarukhan/
Aia Sarycheva,AiaSarycheva,Nonresident Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/aia-sarycheva/
Elizabeth N. Saunders,ProfSaunders,"Nonresident Senior Fellow - Foreign Policy, Project on International Order and Strategy",https://www.brookings.edu/experts/elizabeth-n-saunders/
Isabel V. Sawhill,isawhill,"Senior Fellow - Economic Studies, Center on Children and Families, Future of the Middle Class Initiative",https://www.brookings.edu/experts/isabel-v-sawhill/
Diane Whitmore Schanzenbach,dwschanz,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/diane-whitmore-schanzenbach/
Witney Schneidman,WitneySchneid,"Nonresident Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/witney-schneidman/
Jenny Schuetz,jenny_schuetz,"Fellow - Metropolitan Policy Program, Future of the Middle Class Initiative",https://www.brookings.edu/experts/jenny-schuetz/
Steven Seltzer,,Visiting Scholar - Economic Studies,https://www.brookings.edu/experts/steven-seltzer/
Jay Shambaugh,JayCShambaugh,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/jay-shambaugh/
Jordan Shapiro,jordosh,"Nonresident Fellow - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/jordan-shapiro/
Jeremy Shapiro,jyshapiro,"Nonresident Senior Fellow - Foreign Policy, Center on the United States and Europe, Project on International Order and Strategy",https://www.brookings.edu/experts/jeremy-shapiro/
Louise Sheiner,Twitter,The Robert S. Kerr Senior Fellow - Economic Studies;Policy Director - The Hutchins Center on Fiscal and Monetary Policy,https://www.brookings.edu/experts/louise-sheiner/
Jim Shelton,JIMSEDU,"Nonresident Senior Fellow - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/jim-shelton/
Katherine Sierra,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/katherine-sierra/
Landry Signé,LandrySigne,"Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/landry-signe/
Pavneet Singh,,"Nonresident Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/pavneet-singh/
Harsha Vardhana Singh,,,https://www.brookings.edu/experts/harsha-vardhana-singh/
Amanda Sloat,A_Sloat,"Robert Bosch Senior Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/amanda-sloat/
Dennis J. Snower,DJSnower,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/dennis-j-snower/
Javier Solana,javiersolana,Distinguished Fellow - Foreign Policy,https://www.brookings.edu/experts/javier-solana/
Mireya Solís,solis_msolis,"Director - Center for East Asia Policy Studies;Senior Fellow - Foreign Policy, Center for East Asia Policy Studies;Philip Knight Chair in Japan Studies",https://www.brookings.edu/experts/mireya-solis/
Vera Songwe,SongweVera,"Nonresident Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/vera-songwe/
Julia Stasch,,Distinguished Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/julia-stasch/
Tom Stefanick,,Visiting Fellow - Foreign Policy,https://www.brookings.edu/experts/tom-stefanick/
Constanze Stelzenmüller,ConStelz,"Senior Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/constanze-stelzenmuller/
Angela Stent,AngelaStent,"Nonresident Senior Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/angela-stent/
Todd Stern,tsterndc,"Nonresident Senior Fellow - Foreign Policy, Energy Security and Climate Initiative",https://www.brookings.edu/experts/todd-stern/
James Stock,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/james-stock/
Jonathan Stromseth,,"Lee Kuan Yew Chair in Southeast Asian Studies;Senior Fellow - Foreign Policy, Center for East Asia Policy Studies, John L. Thornton China Center",https://www.brookings.edu/experts/jonathan-stromseth/
Yun Sun,,"Nonresident Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/yun-sun/
Mia Swart,,"Former Brookings Expert;
					Visiting Fellow, Brookings Doha Center;
					Research Director, Human Sciences Research Council (HSRC)",https://www.brookings.edu/experts/mia-swart/
Amadou Sy,ASYAfrica,"Nonresident Senior Fellow - Global Economy and Development, Africa Growth Initiative",https://www.brookings.edu/experts/amadou-sy/
Strobe Talbott,strobetalbott,Distinguished Fellow - Foreign Policy,https://www.brookings.edu/experts/strobe-talbott/
Caitlin Talmadge,ProfTalmadge,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/caitlin-talmadge/
Ran Tao,,Nonresident Senior Fellow - Brookings-Tsinghua Center,https://www.brookings.edu/experts/ran-tao/
Daniel K. Tarullo,,"Nonresident Senior Fellow - Economic Studies, The Hutchins Center on Fiscal and Monetary Policy",https://www.brookings.edu/experts/daniel-k-tarullo/
Torrey Taussig,torrey_taussig,"Nonresident Fellow - Foreign Policy, Center on the United States and Europe",https://www.brookings.edu/experts/torrey-taussig/
Mark Taylor,,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/mark-taylor/
Jerry Taylor,,"President, Niskanen Center",https://www.brookings.edu/experts/jerry-taylor__trashed/
Margaret L. Taylor,MargLTaylor,Fellow - Governance Studies;Senior Editor and Counsel - Lawfare,https://www.brookings.edu/experts/margaret-l-taylor/
Ömer Taşpınar,otaspinar,"Nonresident Senior Fellow - Foreign Policy, Center for 21st Century Security and Intelligence",https://www.brookings.edu/experts/omer-taspinar/
Shibley Telhami,Twitter,"Nonresident Senior Fellow - Foreign Policy, Center for Middle East Policy, U.S. Relations with the Islamic World",https://www.brookings.edu/experts/shibley-telhami/
Kathryn Dunn Tenpas,kdtenpas,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/kathryn-dunn-tenpas-ph-d/
Mallika Thomas,,David M. Rubenstein Fellow - Economic Studies,https://www.brookings.edu/experts/mallika-thomas/
Susan A. Thornton,suea_thornton,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/susan-a-thornton/
Adie Tomer,AdieTomer,Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/adie-tomer/
Rahul Tongia,DrTongia,"Fellow - Brookings India, Cross-Brookings Initiative on Energy and Climate",https://www.brookings.edu/experts/rahul-tongia/
Adam Triggs,AdamJTriggs,Nonresident Fellow - Global Economy and Development,https://www.brookings.edu/experts/adam-triggs/
Harold Trinkunas,htrinkunas,"Nonresident Senior Fellow - Foreign Policy, Latin America Initiative;Deputy Director, Center for International Security and Cooperation, Freeman Spogli Institute, Stanford University",https://www.brookings.edu/experts/harold-trinkunas/
Erin Trish,,"Nonresident Fellow - Economic Studies, USC-Brookings Schaeffer Initiative for Health Policy",https://www.brookings.edu/experts/erin-trish/
Jesus Leal Trujillo,,Former Research Analyst and Associate Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/jesus-leal-trujillo/
Shalini Vajjhala,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/shalini-vajjhalla/
Jon Valant,JonValant,"Senior Fellow - Governance Studies, Brown Center on Education Policy",https://www.brookings.edu/experts/jon-valant/
Emiliana Vegas,EmiVegasV,Co-director - Center for Universal Education;Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/emiliana-vegas/
Eric Verhoogen,EricVerhoogen,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/eric-verhoogen/
Zach Vertin,ZachVertin,Nonresident Fellow - Foreign Policy,https://www.brookings.edu/experts/zach-vertin/
Jennifer S. Vey,jvey1,"Senior Fellow - Metropolitan Policy Program, Anne T. and Robert M. Bass Center for Transformative Placemaking;Director - Anne T. and Robert M. Bass Center for Transformative Placemaking",https://www.brookings.edu/experts/jennifer-s-vey/
David G. Victor,,Co-Chair - Cross-Brookings Initiative on Energy and Climate,https://www.brookings.edu/experts/david-victor/
John Villasenor,JohnDVillasenor,"Nonresident Senior Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/john-villasenor/
Erick Viramontes,,Former Brookings Expert,https://www.brookings.edu/experts/erick-viramontes/
Julie Wagner,wagnerjk,"Nonresident Senior Fellow - Metropolitan Policy Program;President, The Global Institute on Innovation Districts",https://www.brookings.edu/experts/julie-wagner/
Judith-Ann Walker,,"Nonresident Fellow - Global Economy and Development, Center for Universal Education",https://www.brookings.edu/experts/judith-ann-walker/
Jeffery T.D. Wallace,,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/jeffery-t-d-wallace/
R. Kent Weaver,,Senior Fellow - Governance Studies,https://www.brookings.edu/experts/r-kent-weaver/
Anthony Webb,,"Retirement Equity Lab, The New School for Social Research",https://www.brookings.edu/experts/anthony-webb/
Shang-Jin Wei,,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/shang-jin-wei/
Robert Weissbourd,,,https://www.brookings.edu/experts/robert-weissbourd/
Dr. Leana Wen,DrLeanaWen,Nonresident Senior Fellow - Metropolitan Policy Program,https://www.brookings.edu/experts/dr-leana-wen/
David Wessel,davidmwessel,Director - The Hutchins Center on Fiscal and Monetary Policy;Senior Fellow - Economic Studies,https://www.brookings.edu/experts/david-wessel/
Darrell M. West,DarrWest,Vice President and Director - Governance Studies;Senior Fellow - Center for Technology Innovation,https://www.brookings.edu/experts/darrell-m-west/
Rebecca Wexler,RebeccaWexler,"Nonresident Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/rebecca-wexler/
Tom Wheeler,Twitter,"Visiting Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/tom-wheeler/
Russell Wheeler,,Visiting Fellow - Governance Studies,https://www.brookings.edu/experts/russell-wheeler/
Joshua T. White,joshuatwhite,Nonresident Fellow - Foreign Policy,https://www.brookings.edu/experts/joshua-t-white/
Peter J. Wilcoxen,,Nonresident Senior Fellow - Economic Studies;Co-Director - Climate and Energy Economics Project,https://www.brookings.edu/experts/peter-j-wilcoxen/
Robert D. Williams,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/robert-d-williams/
Vanessa Williamson,v_williamson,Senior Fellow - Governance Studies;Senior Fellow - Urban-Brookings Tax Policy Center,https://www.brookings.edu/experts/vanessa-williamson/
Clifford Winston,,Searle Freedom Trust Senior Fellow - Economic Studies,https://www.brookings.edu/experts/clifford-winston/
Rebecca Winthrop,rebeccawinthrop,Co-director - Center for Universal Education;Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/rebecca-winthrop/
Tamara Cofman Wittes,tcwittes,"Senior Fellow - Foreign Policy, Center for Middle East Policy",https://www.brookings.edu/experts/tamara-cofman-wittes/
Benjamin Wittes,benjaminwittes,Senior Fellow - Governance Studies;Editor-in-chief - Lawfare,https://www.brookings.edu/experts/benjamin-wittes/
Justin Wolfers,justinwolfers,Nonresident Senior Fellow - Economic Studies,https://www.brookings.edu/experts/justin-wolfers/
Kenneth K. Wong,,Nonresident Senior Fellow - Governance Studies,https://www.brookings.edu/experts/kenneth-k-wong/
Daniel B. Wright,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/daniel-b-wright/
Thomas Wright,thomaswright08,"Director - Center on the United States and Europe;Senior Fellow - Foreign Policy, Project on International Order and Strategy",https://www.brookings.edu/experts/thomas-wright/
Constantino Xavier,constantinox,"Fellow - Foreign Policy, Brookings India",https://www.brookings.edu/experts/constantino-xavier/
Lan Xue,,"Nonresident Senior Fellow - Foreign Policy, John L. Thornton China Center",https://www.brookings.edu/experts/lan-xue/
Niam Yaraghi,niamyaraghi,"Nonresident Fellow - Governance Studies, Center for Technology Innovation",https://www.brookings.edu/experts/niam-yaraghi/
Janet L. Yellen,,"Distinguished Fellow in Residence - Economic Studies, The Hutchins Center on Fiscal and Monetary Policy",https://www.brookings.edu/experts/janet-l-yellen/
Eduardo Levy Yeyati,eduardoyeyati,Nonresident Senior Fellow - Global Economy and Development,https://www.brookings.edu/experts/eduardo-levy-yeyati/
Christen Linke Young,clinkeyoung,Fellow - USC-Brookings Schaeffer Initiative for Health Policy,https://www.brookings.edu/experts/christen-linke-young/
Tarik M. Yousef,,"Director - Brookings Doha Center;Senior Fellow - Global Economy and Development, Brookings Doha Center",https://www.brookings.edu/experts/tarik-yousef/
Qiao Yu,,Nonresident Senior Fellow - Brookings-Tsinghua Center,https://www.brookings.edu/experts/qiao-yu/
Yahia H. Zoubir,zoubiryh,Nonresident Fellow - Brookings Doha Center,https://www.brookings.edu/experts/yahia-h-zoubir/
Daniel Zovatto,Zovatto55,"Nonresident Senior Fellow - Foreign Policy, Latin America Initiative",https://www.brookings.edu/experts/daniel-zovatto/
توران كيا اوغلو,,Former Brookings Expert,https://www.brookings.edu/experts/%d8%aa%d9%88%d8%b1%d8%a7%d9%86-%d9%83%d9%8a%d8%a7-%d8%a7%d9%88%d8%ba%d9%84%d9%88/
أحمد كورو,Twitter,Former Brookings Expert,https://www.brookings.edu/experts/%d8%a3%d8%ad%d9%85%d8%af-%d9%83%d9%88%d8%b1%d9%88/
